,input,output
1217,dataset/2093.png,dataset/2093_mask.png
1218,dataset/2094.png,dataset/2094_mask.png
1219,dataset/2095.png,dataset/2095_mask.png
1220,dataset/2096.png,dataset/2096_mask.png
1221,dataset/2097.png,dataset/2097_mask.png
1222,dataset/2098.png,dataset/2098_mask.png
1223,dataset/2099.png,dataset/2099_mask.png
1224,dataset/21.png,dataset/21_mask.png
1225,dataset/210.png,dataset/210_mask.png
1226,dataset/2100.png,dataset/2100_mask.png
1227,dataset/2101.png,dataset/2101_mask.png
1228,dataset/2102.png,dataset/2102_mask.png
1229,dataset/2103.png,dataset/2103_mask.png
1230,dataset/2104.png,dataset/2104_mask.png
1231,dataset/2105.png,dataset/2105_mask.png
1232,dataset/2106.png,dataset/2106_mask.png
1233,dataset/2107.png,dataset/2107_mask.png
1234,dataset/2108.png,dataset/2108_mask.png
1235,dataset/2109.png,dataset/2109_mask.png
1236,dataset/211.png,dataset/211_mask.png
1237,dataset/2110.png,dataset/2110_mask.png
1238,dataset/2111.png,dataset/2111_mask.png
1239,dataset/2112.png,dataset/2112_mask.png
1240,dataset/2113.png,dataset/2113_mask.png
1241,dataset/2114.png,dataset/2114_mask.png
1242,dataset/2115.png,dataset/2115_mask.png
1243,dataset/2116.png,dataset/2116_mask.png
1244,dataset/2117.png,dataset/2117_mask.png
1245,dataset/2118.png,dataset/2118_mask.png
1246,dataset/2119.png,dataset/2119_mask.png
1247,dataset/212.png,dataset/212_mask.png
1248,dataset/2120.png,dataset/2120_mask.png
1249,dataset/2121.png,dataset/2121_mask.png
1250,dataset/2122.png,dataset/2122_mask.png
1251,dataset/2123.png,dataset/2123_mask.png
1252,dataset/2124.png,dataset/2124_mask.png
1253,dataset/2125.png,dataset/2125_mask.png
1254,dataset/2126.png,dataset/2126_mask.png
1255,dataset/2127.png,dataset/2127_mask.png
1256,dataset/2128.png,dataset/2128_mask.png
1257,dataset/2129.png,dataset/2129_mask.png
1258,dataset/213.png,dataset/213_mask.png
1259,dataset/2130.png,dataset/2130_mask.png
1260,dataset/2131.png,dataset/2131_mask.png
1261,dataset/2132.png,dataset/2132_mask.png
1262,dataset/2133.png,dataset/2133_mask.png
1263,dataset/2134.png,dataset/2134_mask.png
1264,dataset/2135.png,dataset/2135_mask.png
1265,dataset/2136.png,dataset/2136_mask.png
1266,dataset/2137.png,dataset/2137_mask.png
1267,dataset/2138.png,dataset/2138_mask.png
1268,dataset/2139.png,dataset/2139_mask.png
1269,dataset/214.png,dataset/214_mask.png
1270,dataset/2140.png,dataset/2140_mask.png
1271,dataset/2141.png,dataset/2141_mask.png
1272,dataset/2142.png,dataset/2142_mask.png
1273,dataset/2143.png,dataset/2143_mask.png
1274,dataset/2144.png,dataset/2144_mask.png
1275,dataset/2145.png,dataset/2145_mask.png
1276,dataset/2146.png,dataset/2146_mask.png
1277,dataset/2147.png,dataset/2147_mask.png
1278,dataset/2148.png,dataset/2148_mask.png
1279,dataset/2149.png,dataset/2149_mask.png
1280,dataset/215.png,dataset/215_mask.png
1281,dataset/2150.png,dataset/2150_mask.png
1282,dataset/2151.png,dataset/2151_mask.png
1283,dataset/2152.png,dataset/2152_mask.png
1284,dataset/2153.png,dataset/2153_mask.png
1285,dataset/2154.png,dataset/2154_mask.png
1286,dataset/2155.png,dataset/2155_mask.png
1287,dataset/2156.png,dataset/2156_mask.png
1288,dataset/2157.png,dataset/2157_mask.png
1289,dataset/2158.png,dataset/2158_mask.png
1290,dataset/2159.png,dataset/2159_mask.png
1291,dataset/216.png,dataset/216_mask.png
1292,dataset/2160.png,dataset/2160_mask.png
1293,dataset/2161.png,dataset/2161_mask.png
1294,dataset/2162.png,dataset/2162_mask.png
1295,dataset/2163.png,dataset/2163_mask.png
1296,dataset/2164.png,dataset/2164_mask.png
1297,dataset/2165.png,dataset/2165_mask.png
1298,dataset/2166.png,dataset/2166_mask.png
1299,dataset/2167.png,dataset/2167_mask.png
1300,dataset/2168.png,dataset/2168_mask.png
1301,dataset/2169.png,dataset/2169_mask.png
1302,dataset/217.png,dataset/217_mask.png
1303,dataset/2170.png,dataset/2170_mask.png
1304,dataset/2171.png,dataset/2171_mask.png
1305,dataset/2172.png,dataset/2172_mask.png
1306,dataset/2173.png,dataset/2173_mask.png
1307,dataset/2174.png,dataset/2174_mask.png
1308,dataset/2175.png,dataset/2175_mask.png
1309,dataset/2176.png,dataset/2176_mask.png
1310,dataset/2177.png,dataset/2177_mask.png
1311,dataset/2178.png,dataset/2178_mask.png
1312,dataset/2179.png,dataset/2179_mask.png
1313,dataset/218.png,dataset/218_mask.png
1314,dataset/2180.png,dataset/2180_mask.png
1315,dataset/2181.png,dataset/2181_mask.png
1316,dataset/2182.png,dataset/2182_mask.png
1317,dataset/2183.png,dataset/2183_mask.png
1318,dataset/2184.png,dataset/2184_mask.png
1319,dataset/2185.png,dataset/2185_mask.png
1320,dataset/2186.png,dataset/2186_mask.png
1321,dataset/2187.png,dataset/2187_mask.png
1322,dataset/2188.png,dataset/2188_mask.png
1323,dataset/2189.png,dataset/2189_mask.png
1324,dataset/219.png,dataset/219_mask.png
1325,dataset/2190.png,dataset/2190_mask.png
1326,dataset/2191.png,dataset/2191_mask.png
1327,dataset/2192.png,dataset/2192_mask.png
1328,dataset/2193.png,dataset/2193_mask.png
1329,dataset/2194.png,dataset/2194_mask.png
1330,dataset/2195.png,dataset/2195_mask.png
1331,dataset/2196.png,dataset/2196_mask.png
1332,dataset/2197.png,dataset/2197_mask.png
1333,dataset/2198.png,dataset/2198_mask.png
1334,dataset/2199.png,dataset/2199_mask.png
1335,dataset/22.png,dataset/22_mask.png
1336,dataset/220.png,dataset/220_mask.png
1337,dataset/2200.png,dataset/2200_mask.png
1338,dataset/2201.png,dataset/2201_mask.png
1339,dataset/2202.png,dataset/2202_mask.png
1340,dataset/2203.png,dataset/2203_mask.png
1341,dataset/2204.png,dataset/2204_mask.png
1342,dataset/2205.png,dataset/2205_mask.png
1343,dataset/2206.png,dataset/2206_mask.png
1344,dataset/2207.png,dataset/2207_mask.png
1345,dataset/2208.png,dataset/2208_mask.png
1346,dataset/2209.png,dataset/2209_mask.png
1347,dataset/221.png,dataset/221_mask.png
1348,dataset/2210.png,dataset/2210_mask.png
1349,dataset/2211.png,dataset/2211_mask.png
1350,dataset/2212.png,dataset/2212_mask.png
1351,dataset/2213.png,dataset/2213_mask.png
1352,dataset/2214.png,dataset/2214_mask.png
1353,dataset/2215.png,dataset/2215_mask.png
1354,dataset/2216.png,dataset/2216_mask.png
1355,dataset/2217.png,dataset/2217_mask.png
1356,dataset/2218.png,dataset/2218_mask.png
1357,dataset/2219.png,dataset/2219_mask.png
1358,dataset/222.png,dataset/222_mask.png
1359,dataset/2220.png,dataset/2220_mask.png
1360,dataset/2221.png,dataset/2221_mask.png
1361,dataset/2222.png,dataset/2222_mask.png
1362,dataset/2223.png,dataset/2223_mask.png
1363,dataset/2224.png,dataset/2224_mask.png
1364,dataset/2225.png,dataset/2225_mask.png
1365,dataset/2226.png,dataset/2226_mask.png
1366,dataset/2227.png,dataset/2227_mask.png
1367,dataset/2228.png,dataset/2228_mask.png
1368,dataset/2229.png,dataset/2229_mask.png
1369,dataset/223.png,dataset/223_mask.png
1370,dataset/2230.png,dataset/2230_mask.png
1371,dataset/2231.png,dataset/2231_mask.png
1372,dataset/2232.png,dataset/2232_mask.png
1373,dataset/2233.png,dataset/2233_mask.png
1374,dataset/2234.png,dataset/2234_mask.png
1375,dataset/2235.png,dataset/2235_mask.png
1376,dataset/2236.png,dataset/2236_mask.png
1377,dataset/2237.png,dataset/2237_mask.png
1378,dataset/2238.png,dataset/2238_mask.png
1379,dataset/2239.png,dataset/2239_mask.png
1380,dataset/224.png,dataset/224_mask.png
1381,dataset/2240.png,dataset/2240_mask.png
1382,dataset/2241.png,dataset/2241_mask.png
1383,dataset/2242.png,dataset/2242_mask.png
1384,dataset/2243.png,dataset/2243_mask.png
1385,dataset/2244.png,dataset/2244_mask.png
1386,dataset/2245.png,dataset/2245_mask.png
1387,dataset/2246.png,dataset/2246_mask.png
1388,dataset/2247.png,dataset/2247_mask.png
1389,dataset/2248.png,dataset/2248_mask.png
1390,dataset/2249.png,dataset/2249_mask.png
1391,dataset/225.png,dataset/225_mask.png
1392,dataset/2250.png,dataset/2250_mask.png
1393,dataset/2251.png,dataset/2251_mask.png
1394,dataset/2252.png,dataset/2252_mask.png
1395,dataset/2253.png,dataset/2253_mask.png
1396,dataset/2254.png,dataset/2254_mask.png
1397,dataset/2255.png,dataset/2255_mask.png
1398,dataset/2256.png,dataset/2256_mask.png
1399,dataset/2257.png,dataset/2257_mask.png
1400,dataset/2258.png,dataset/2258_mask.png
1401,dataset/2259.png,dataset/2259_mask.png
1402,dataset/226.png,dataset/226_mask.png
1403,dataset/2260.png,dataset/2260_mask.png
1404,dataset/2261.png,dataset/2261_mask.png
1405,dataset/2262.png,dataset/2262_mask.png
1406,dataset/2263.png,dataset/2263_mask.png
1407,dataset/2264.png,dataset/2264_mask.png
1408,dataset/2265.png,dataset/2265_mask.png
1409,dataset/2266.png,dataset/2266_mask.png
1410,dataset/2267.png,dataset/2267_mask.png
1411,dataset/2268.png,dataset/2268_mask.png
1412,dataset/2269.png,dataset/2269_mask.png
1413,dataset/227.png,dataset/227_mask.png
1414,dataset/2270.png,dataset/2270_mask.png
1415,dataset/2271.png,dataset/2271_mask.png
1416,dataset/2272.png,dataset/2272_mask.png
1417,dataset/2273.png,dataset/2273_mask.png
1418,dataset/2274.png,dataset/2274_mask.png
1419,dataset/2275.png,dataset/2275_mask.png
1420,dataset/2276.png,dataset/2276_mask.png
1421,dataset/2277.png,dataset/2277_mask.png
1422,dataset/2278.png,dataset/2278_mask.png
1423,dataset/2279.png,dataset/2279_mask.png
1424,dataset/228.png,dataset/228_mask.png
1425,dataset/2280.png,dataset/2280_mask.png
1426,dataset/2281.png,dataset/2281_mask.png
1427,dataset/2282.png,dataset/2282_mask.png
1428,dataset/2283.png,dataset/2283_mask.png
1429,dataset/2284.png,dataset/2284_mask.png
1430,dataset/2285.png,dataset/2285_mask.png
1431,dataset/2286.png,dataset/2286_mask.png
1432,dataset/2287.png,dataset/2287_mask.png
1433,dataset/2288.png,dataset/2288_mask.png
1434,dataset/2289.png,dataset/2289_mask.png
1435,dataset/229.png,dataset/229_mask.png
1436,dataset/2290.png,dataset/2290_mask.png
1437,dataset/2291.png,dataset/2291_mask.png
1438,dataset/2292.png,dataset/2292_mask.png
1439,dataset/2293.png,dataset/2293_mask.png
1440,dataset/2294.png,dataset/2294_mask.png
1441,dataset/2295.png,dataset/2295_mask.png
1442,dataset/2296.png,dataset/2296_mask.png
1443,dataset/2297.png,dataset/2297_mask.png
1444,dataset/2298.png,dataset/2298_mask.png
1445,dataset/2299.png,dataset/2299_mask.png
1446,dataset/23.png,dataset/23_mask.png
1447,dataset/230.png,dataset/230_mask.png
1448,dataset/2300.png,dataset/2300_mask.png
1449,dataset/2301.png,dataset/2301_mask.png
1450,dataset/2302.png,dataset/2302_mask.png
1451,dataset/2303.png,dataset/2303_mask.png
1452,dataset/2304.png,dataset/2304_mask.png
1453,dataset/2305.png,dataset/2305_mask.png
1454,dataset/2306.png,dataset/2306_mask.png
1455,dataset/2307.png,dataset/2307_mask.png
1456,dataset/2308.png,dataset/2308_mask.png
1457,dataset/2309.png,dataset/2309_mask.png
1458,dataset/231.png,dataset/231_mask.png
1459,dataset/2310.png,dataset/2310_mask.png
1460,dataset/2311.png,dataset/2311_mask.png
1461,dataset/2312.png,dataset/2312_mask.png
1462,dataset/2313.png,dataset/2313_mask.png
1463,dataset/2314.png,dataset/2314_mask.png
1464,dataset/2315.png,dataset/2315_mask.png
1465,dataset/2316.png,dataset/2316_mask.png
1466,dataset/2317.png,dataset/2317_mask.png
1467,dataset/2318.png,dataset/2318_mask.png
1468,dataset/2319.png,dataset/2319_mask.png
1469,dataset/232.png,dataset/232_mask.png
1470,dataset/2320.png,dataset/2320_mask.png
1471,dataset/2321.png,dataset/2321_mask.png
1472,dataset/2322.png,dataset/2322_mask.png
1473,dataset/2323.png,dataset/2323_mask.png
1474,dataset/2324.png,dataset/2324_mask.png
1475,dataset/2325.png,dataset/2325_mask.png
1476,dataset/2326.png,dataset/2326_mask.png
1477,dataset/2327.png,dataset/2327_mask.png
1478,dataset/2328.png,dataset/2328_mask.png
1479,dataset/2329.png,dataset/2329_mask.png
1480,dataset/233.png,dataset/233_mask.png
1481,dataset/2330.png,dataset/2330_mask.png
1482,dataset/2331.png,dataset/2331_mask.png
1483,dataset/2332.png,dataset/2332_mask.png
1484,dataset/2333.png,dataset/2333_mask.png
1485,dataset/2334.png,dataset/2334_mask.png
1486,dataset/2335.png,dataset/2335_mask.png
1487,dataset/2336.png,dataset/2336_mask.png
1488,dataset/2337.png,dataset/2337_mask.png
1489,dataset/2338.png,dataset/2338_mask.png
1490,dataset/2339.png,dataset/2339_mask.png
1491,dataset/234.png,dataset/234_mask.png
1492,dataset/2340.png,dataset/2340_mask.png
1493,dataset/2341.png,dataset/2341_mask.png
1494,dataset/2342.png,dataset/2342_mask.png
1495,dataset/2343.png,dataset/2343_mask.png
1496,dataset/2344.png,dataset/2344_mask.png
1497,dataset/2345.png,dataset/2345_mask.png
1498,dataset/2346.png,dataset/2346_mask.png
1499,dataset/2347.png,dataset/2347_mask.png
1500,dataset/2348.png,dataset/2348_mask.png
1501,dataset/2349.png,dataset/2349_mask.png
1502,dataset/235.png,dataset/235_mask.png
1503,dataset/2350.png,dataset/2350_mask.png
1504,dataset/2351.png,dataset/2351_mask.png
1505,dataset/2352.png,dataset/2352_mask.png
1506,dataset/2353.png,dataset/2353_mask.png
1507,dataset/2354.png,dataset/2354_mask.png
1508,dataset/2355.png,dataset/2355_mask.png
1509,dataset/2356.png,dataset/2356_mask.png
1510,dataset/2357.png,dataset/2357_mask.png
1511,dataset/2358.png,dataset/2358_mask.png
1512,dataset/2359.png,dataset/2359_mask.png
1513,dataset/236.png,dataset/236_mask.png
1514,dataset/2360.png,dataset/2360_mask.png
1515,dataset/2361.png,dataset/2361_mask.png
1516,dataset/2362.png,dataset/2362_mask.png
1517,dataset/2363.png,dataset/2363_mask.png
1518,dataset/2364.png,dataset/2364_mask.png
1519,dataset/2365.png,dataset/2365_mask.png
1520,dataset/2366.png,dataset/2366_mask.png
1521,dataset/2367.png,dataset/2367_mask.png
1522,dataset/2368.png,dataset/2368_mask.png
1523,dataset/2369.png,dataset/2369_mask.png
1524,dataset/237.png,dataset/237_mask.png
1525,dataset/2370.png,dataset/2370_mask.png
1526,dataset/2371.png,dataset/2371_mask.png
1527,dataset/2372.png,dataset/2372_mask.png
1528,dataset/2373.png,dataset/2373_mask.png
1529,dataset/2374.png,dataset/2374_mask.png
1530,dataset/2375.png,dataset/2375_mask.png
1531,dataset/2376.png,dataset/2376_mask.png
1532,dataset/2377.png,dataset/2377_mask.png
1533,dataset/2378.png,dataset/2378_mask.png
1534,dataset/2379.png,dataset/2379_mask.png
1535,dataset/238.png,dataset/238_mask.png
1536,dataset/2380.png,dataset/2380_mask.png
1537,dataset/2381.png,dataset/2381_mask.png
1538,dataset/2382.png,dataset/2382_mask.png
1539,dataset/2383.png,dataset/2383_mask.png
1540,dataset/2384.png,dataset/2384_mask.png
1541,dataset/2385.png,dataset/2385_mask.png
1542,dataset/2386.png,dataset/2386_mask.png
1543,dataset/2387.png,dataset/2387_mask.png
1544,dataset/2388.png,dataset/2388_mask.png
1545,dataset/2389.png,dataset/2389_mask.png
1546,dataset/239.png,dataset/239_mask.png
1547,dataset/2390.png,dataset/2390_mask.png
1548,dataset/2391.png,dataset/2391_mask.png
1549,dataset/2392.png,dataset/2392_mask.png
1550,dataset/2393.png,dataset/2393_mask.png
1551,dataset/2394.png,dataset/2394_mask.png
1552,dataset/2395.png,dataset/2395_mask.png
1553,dataset/2396.png,dataset/2396_mask.png
1554,dataset/2397.png,dataset/2397_mask.png
1555,dataset/2398.png,dataset/2398_mask.png
1556,dataset/2399.png,dataset/2399_mask.png
1557,dataset/24.png,dataset/24_mask.png
1558,dataset/240.png,dataset/240_mask.png
1559,dataset/2400.png,dataset/2400_mask.png
1560,dataset/2401.png,dataset/2401_mask.png
1561,dataset/2402.png,dataset/2402_mask.png
1562,dataset/2403.png,dataset/2403_mask.png
1563,dataset/2404.png,dataset/2404_mask.png
1564,dataset/2405.png,dataset/2405_mask.png
1565,dataset/2406.png,dataset/2406_mask.png
1566,dataset/2407.png,dataset/2407_mask.png
1567,dataset/2408.png,dataset/2408_mask.png
1568,dataset/2409.png,dataset/2409_mask.png
1569,dataset/241.png,dataset/241_mask.png
1570,dataset/2410.png,dataset/2410_mask.png
1571,dataset/2411.png,dataset/2411_mask.png
1572,dataset/2412.png,dataset/2412_mask.png
1573,dataset/2413.png,dataset/2413_mask.png
1574,dataset/2414.png,dataset/2414_mask.png
1575,dataset/2415.png,dataset/2415_mask.png
1576,dataset/2416.png,dataset/2416_mask.png
1577,dataset/2417.png,dataset/2417_mask.png
1578,dataset/2418.png,dataset/2418_mask.png
1579,dataset/2419.png,dataset/2419_mask.png
1580,dataset/242.png,dataset/242_mask.png
1581,dataset/2420.png,dataset/2420_mask.png
1582,dataset/2421.png,dataset/2421_mask.png
1583,dataset/2422.png,dataset/2422_mask.png
1584,dataset/2423.png,dataset/2423_mask.png
1585,dataset/2424.png,dataset/2424_mask.png
1586,dataset/2425.png,dataset/2425_mask.png
1587,dataset/2426.png,dataset/2426_mask.png
1588,dataset/2427.png,dataset/2427_mask.png
1589,dataset/2428.png,dataset/2428_mask.png
1590,dataset/2429.png,dataset/2429_mask.png
1591,dataset/243.png,dataset/243_mask.png
1592,dataset/2430.png,dataset/2430_mask.png
1593,dataset/2431.png,dataset/2431_mask.png
1594,dataset/2432.png,dataset/2432_mask.png
1595,dataset/2433.png,dataset/2433_mask.png
1596,dataset/2434.png,dataset/2434_mask.png
1597,dataset/2435.png,dataset/2435_mask.png
1598,dataset/2436.png,dataset/2436_mask.png
1599,dataset/2437.png,dataset/2437_mask.png
1600,dataset/2438.png,dataset/2438_mask.png
1601,dataset/2439.png,dataset/2439_mask.png
1602,dataset/244.png,dataset/244_mask.png
1603,dataset/2440.png,dataset/2440_mask.png
1604,dataset/2441.png,dataset/2441_mask.png
1605,dataset/2442.png,dataset/2442_mask.png
1606,dataset/2443.png,dataset/2443_mask.png
1607,dataset/2444.png,dataset/2444_mask.png
1608,dataset/2445.png,dataset/2445_mask.png
1609,dataset/2446.png,dataset/2446_mask.png
1610,dataset/2447.png,dataset/2447_mask.png
1611,dataset/2448.png,dataset/2448_mask.png
1612,dataset/2449.png,dataset/2449_mask.png
1613,dataset/245.png,dataset/245_mask.png
1614,dataset/2450.png,dataset/2450_mask.png
1615,dataset/2451.png,dataset/2451_mask.png
1616,dataset/2452.png,dataset/2452_mask.png
1617,dataset/2453.png,dataset/2453_mask.png
1618,dataset/2454.png,dataset/2454_mask.png
1619,dataset/2455.png,dataset/2455_mask.png
1620,dataset/2456.png,dataset/2456_mask.png
1621,dataset/2457.png,dataset/2457_mask.png
1622,dataset/2458.png,dataset/2458_mask.png
1623,dataset/2459.png,dataset/2459_mask.png
1624,dataset/246.png,dataset/246_mask.png
1625,dataset/2460.png,dataset/2460_mask.png
1626,dataset/2461.png,dataset/2461_mask.png
1627,dataset/2462.png,dataset/2462_mask.png
1628,dataset/2463.png,dataset/2463_mask.png
1629,dataset/2464.png,dataset/2464_mask.png
1630,dataset/2465.png,dataset/2465_mask.png
1631,dataset/2466.png,dataset/2466_mask.png
1632,dataset/2467.png,dataset/2467_mask.png
1633,dataset/2468.png,dataset/2468_mask.png
1634,dataset/2469.png,dataset/2469_mask.png
1635,dataset/247.png,dataset/247_mask.png
1636,dataset/2470.png,dataset/2470_mask.png
1637,dataset/2471.png,dataset/2471_mask.png
1638,dataset/2472.png,dataset/2472_mask.png
1639,dataset/2473.png,dataset/2473_mask.png
1640,dataset/2474.png,dataset/2474_mask.png
1641,dataset/2475.png,dataset/2475_mask.png
1642,dataset/2476.png,dataset/2476_mask.png
1643,dataset/2477.png,dataset/2477_mask.png
1644,dataset/2478.png,dataset/2478_mask.png
1645,dataset/2479.png,dataset/2479_mask.png
1646,dataset/248.png,dataset/248_mask.png
1647,dataset/2480.png,dataset/2480_mask.png
1648,dataset/2481.png,dataset/2481_mask.png
1649,dataset/2482.png,dataset/2482_mask.png
1650,dataset/2483.png,dataset/2483_mask.png
1651,dataset/2484.png,dataset/2484_mask.png
1652,dataset/2485.png,dataset/2485_mask.png
1653,dataset/2486.png,dataset/2486_mask.png
1654,dataset/2487.png,dataset/2487_mask.png
1655,dataset/2488.png,dataset/2488_mask.png
1656,dataset/2489.png,dataset/2489_mask.png
1657,dataset/249.png,dataset/249_mask.png
1658,dataset/2490.png,dataset/2490_mask.png
1659,dataset/2491.png,dataset/2491_mask.png
1660,dataset/2492.png,dataset/2492_mask.png
1661,dataset/2493.png,dataset/2493_mask.png
1662,dataset/2494.png,dataset/2494_mask.png
1663,dataset/2495.png,dataset/2495_mask.png
1664,dataset/2496.png,dataset/2496_mask.png
1665,dataset/2497.png,dataset/2497_mask.png
1666,dataset/2498.png,dataset/2498_mask.png
1667,dataset/2499.png,dataset/2499_mask.png
1668,dataset/25.png,dataset/25_mask.png
1669,dataset/250.png,dataset/250_mask.png
1670,dataset/2500.png,dataset/2500_mask.png
1671,dataset/2501.png,dataset/2501_mask.png
1672,dataset/2502.png,dataset/2502_mask.png
1673,dataset/2503.png,dataset/2503_mask.png
1674,dataset/2504.png,dataset/2504_mask.png
1675,dataset/2505.png,dataset/2505_mask.png
1676,dataset/2506.png,dataset/2506_mask.png
1677,dataset/2507.png,dataset/2507_mask.png
1678,dataset/2508.png,dataset/2508_mask.png
1679,dataset/2509.png,dataset/2509_mask.png
1680,dataset/251.png,dataset/251_mask.png
1681,dataset/2510.png,dataset/2510_mask.png
1682,dataset/2511.png,dataset/2511_mask.png
1683,dataset/2512.png,dataset/2512_mask.png
1684,dataset/2513.png,dataset/2513_mask.png
1685,dataset/2514.png,dataset/2514_mask.png
1686,dataset/2515.png,dataset/2515_mask.png
1687,dataset/2516.png,dataset/2516_mask.png
1688,dataset/2517.png,dataset/2517_mask.png
1689,dataset/2518.png,dataset/2518_mask.png
1690,dataset/2519.png,dataset/2519_mask.png
1691,dataset/252.png,dataset/252_mask.png
1692,dataset/2520.png,dataset/2520_mask.png
1693,dataset/2521.png,dataset/2521_mask.png
1694,dataset/2522.png,dataset/2522_mask.png
1695,dataset/2523.png,dataset/2523_mask.png
1696,dataset/2524.png,dataset/2524_mask.png
1697,dataset/2525.png,dataset/2525_mask.png
1698,dataset/2526.png,dataset/2526_mask.png
1699,dataset/2527.png,dataset/2527_mask.png
1700,dataset/2528.png,dataset/2528_mask.png
1701,dataset/2529.png,dataset/2529_mask.png
1702,dataset/253.png,dataset/253_mask.png
1703,dataset/2530.png,dataset/2530_mask.png
1704,dataset/2531.png,dataset/2531_mask.png
1705,dataset/2532.png,dataset/2532_mask.png
1706,dataset/2533.png,dataset/2533_mask.png
1707,dataset/2534.png,dataset/2534_mask.png
1708,dataset/2535.png,dataset/2535_mask.png
1709,dataset/2536.png,dataset/2536_mask.png
1710,dataset/2537.png,dataset/2537_mask.png
1711,dataset/2538.png,dataset/2538_mask.png
1712,dataset/2539.png,dataset/2539_mask.png
1713,dataset/254.png,dataset/254_mask.png
1714,dataset/2540.png,dataset/2540_mask.png
1715,dataset/2541.png,dataset/2541_mask.png
1716,dataset/2542.png,dataset/2542_mask.png
1717,dataset/2543.png,dataset/2543_mask.png
1718,dataset/2544.png,dataset/2544_mask.png
1719,dataset/2545.png,dataset/2545_mask.png
1720,dataset/2546.png,dataset/2546_mask.png
1721,dataset/2547.png,dataset/2547_mask.png
1722,dataset/2548.png,dataset/2548_mask.png
1723,dataset/2549.png,dataset/2549_mask.png
1724,dataset/255.png,dataset/255_mask.png
1725,dataset/2550.png,dataset/2550_mask.png
1726,dataset/2551.png,dataset/2551_mask.png
1727,dataset/2552.png,dataset/2552_mask.png
1728,dataset/2553.png,dataset/2553_mask.png
1729,dataset/2554.png,dataset/2554_mask.png
1730,dataset/2555.png,dataset/2555_mask.png
1731,dataset/2556.png,dataset/2556_mask.png
1732,dataset/2557.png,dataset/2557_mask.png
1733,dataset/2558.png,dataset/2558_mask.png
1734,dataset/2559.png,dataset/2559_mask.png
1735,dataset/256.png,dataset/256_mask.png
1736,dataset/2560.png,dataset/2560_mask.png
1737,dataset/2561.png,dataset/2561_mask.png
1738,dataset/2562.png,dataset/2562_mask.png
1739,dataset/2563.png,dataset/2563_mask.png
1740,dataset/2564.png,dataset/2564_mask.png
1741,dataset/2565.png,dataset/2565_mask.png
1742,dataset/2566.png,dataset/2566_mask.png
1743,dataset/2567.png,dataset/2567_mask.png
1744,dataset/2568.png,dataset/2568_mask.png
1745,dataset/2569.png,dataset/2569_mask.png
1746,dataset/257.png,dataset/257_mask.png
1747,dataset/2570.png,dataset/2570_mask.png
1748,dataset/2571.png,dataset/2571_mask.png
1749,dataset/2572.png,dataset/2572_mask.png
1750,dataset/2573.png,dataset/2573_mask.png
1751,dataset/2574.png,dataset/2574_mask.png
1752,dataset/2575.png,dataset/2575_mask.png
1753,dataset/2576.png,dataset/2576_mask.png
1754,dataset/2577.png,dataset/2577_mask.png
1755,dataset/2578.png,dataset/2578_mask.png
1756,dataset/2579.png,dataset/2579_mask.png
1757,dataset/258.png,dataset/258_mask.png
1758,dataset/2580.png,dataset/2580_mask.png
1759,dataset/2581.png,dataset/2581_mask.png
1760,dataset/2582.png,dataset/2582_mask.png
1761,dataset/2583.png,dataset/2583_mask.png
1762,dataset/2584.png,dataset/2584_mask.png
1763,dataset/2585.png,dataset/2585_mask.png
1764,dataset/2586.png,dataset/2586_mask.png
1765,dataset/2587.png,dataset/2587_mask.png
1766,dataset/2588.png,dataset/2588_mask.png
1767,dataset/2589.png,dataset/2589_mask.png
1768,dataset/259.png,dataset/259_mask.png
1769,dataset/2590.png,dataset/2590_mask.png
1770,dataset/2591.png,dataset/2591_mask.png
1771,dataset/2592.png,dataset/2592_mask.png
1772,dataset/2593.png,dataset/2593_mask.png
1773,dataset/2594.png,dataset/2594_mask.png
1774,dataset/2595.png,dataset/2595_mask.png
1775,dataset/2596.png,dataset/2596_mask.png
1776,dataset/2597.png,dataset/2597_mask.png
1777,dataset/2598.png,dataset/2598_mask.png
1778,dataset/2599.png,dataset/2599_mask.png
1779,dataset/26.png,dataset/26_mask.png
1780,dataset/260.png,dataset/260_mask.png
1781,dataset/2600.png,dataset/2600_mask.png
1782,dataset/2601.png,dataset/2601_mask.png
1783,dataset/2602.png,dataset/2602_mask.png
1784,dataset/2603.png,dataset/2603_mask.png
1785,dataset/2604.png,dataset/2604_mask.png
1786,dataset/2605.png,dataset/2605_mask.png
1787,dataset/2606.png,dataset/2606_mask.png
1788,dataset/2607.png,dataset/2607_mask.png
1789,dataset/2608.png,dataset/2608_mask.png
1790,dataset/2609.png,dataset/2609_mask.png
1791,dataset/261.png,dataset/261_mask.png
1792,dataset/2610.png,dataset/2610_mask.png
1793,dataset/2611.png,dataset/2611_mask.png
1794,dataset/2612.png,dataset/2612_mask.png
1795,dataset/2613.png,dataset/2613_mask.png
1796,dataset/2614.png,dataset/2614_mask.png
1797,dataset/2615.png,dataset/2615_mask.png
1798,dataset/2616.png,dataset/2616_mask.png
1799,dataset/2617.png,dataset/2617_mask.png
1800,dataset/2618.png,dataset/2618_mask.png
1801,dataset/2619.png,dataset/2619_mask.png
1802,dataset/262.png,dataset/262_mask.png
1803,dataset/2620.png,dataset/2620_mask.png
1804,dataset/2621.png,dataset/2621_mask.png
